#orth_id	category	organism(s)
SinMel303	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3031	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel304	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3041	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3043	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3044	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3045	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3049	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel305	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3051	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3056	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3057	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel306	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3060	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3061	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3062	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3063	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3064	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3065	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3066	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3067	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3068	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3069	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel307	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3070	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3071	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3072	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3073	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3074	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3075	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3076	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3077	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3078	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3079	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel308	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3080	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3082	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3083	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3084	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3085	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3086	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3088	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3089	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel309	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3090	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3092	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3093	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3094	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3095	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3096	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3097	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3098	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel31	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel310	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3100	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3101	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3102	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3103	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3104	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3105	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
SinMel3106	core	1A42 2011 5A14 A0641M A0643DD AE608H AK11 AK58 AK75 AK83 B021CC BL225C C0431A C0438LL CCNWSX0020 GR4 H1 HM006-1 HM007-10 HM007-12 HM007-17 HM015-1 HM031-1 KH12g KH16b KH30a KH35b KH35c KH46b KH46c KH48e M10 M156 M162 M195 M210 M243 M249 M268 M270 M30 N6B1 N6B7 Rm1021 Rm41 SM11 T027 T073 T094 USDA1002 USDA1021
