#orth_id	prot_id
Rhizo13688	mll0899
Rhizo12021	pRL70042
Rhizo14437	mll3243
Rhizo1561	RHE_CH01254
Rhizo1561	RL1386
Rhizo12020	pRL70040
Rhizo14430	msl3206
Rhizo1560	RHE_CH01253
Rhizo1560	Smed_0618
Rhizo1560	NGR_c07620
Rhizo1560	mlr7650
Rhizo1560	SMc00060
Rhizo1560	RL1383
Rhizo321	RHE_PD00338
Rhizo321	NGR_a03860
Rhizo321	mlr8757
Rhizo14431	msr3222
Rhizo4641	RHE_PB00097
Rhizo4641	SMa0116
Rhizo4641	NGR_b00750
Rhizo4641	pRL90198
Rhizo4641	Smed_5146
Rhizo4641	mlr7456
Rhizo320	RHE_PD00337
Rhizo10244	NGR_c22300
Rhizo327	RHE_PD00344
Rhizo7035	SM_b20306
Rhizo14433	mll3225
Rhizo6341	SMc00519
Rhizo6341	pRL120298
Rhizo6341	NGR_c15280
Rhizo6341	Smed_1481
Rhizo6341	mlr0093
Rhizo326	RHE_PD00343
Rhizo2529	RHE_CH02247
Rhizo2529	SMc00301
Rhizo2529	NGR_c15460
Rhizo2529	Smed_1463
Rhizo2529	RL2576
Rhizo2529	mlr0024
Rhizo12027	pRL70050
Rhizo12026	pRL70049
Rhizo9088	NGR_b05160
Rhizo8810	NGR_a03270
Rhizo7371	SM_b21339
Rhizo14438	mll3244
Rhizo8652	NGR_a00660
Rhizo8652	mlr8764
Rhizo8812	NGR_a03300
Rhizo14439	mll3246
Rhizo9285	NGR_b08460
Rhizo8813	NGR_a03320
Rhizo4340	RHE_CH04095
Rhizo4340	SMc04407
Rhizo4340	NGR_c33200
Rhizo4340	Smed_3180
Rhizo4340	mlr0338
Rhizo4340	RL4709
Rhizo8814	NGR_a03330
Rhizo9089	NGR_b05170
Rhizo8815	NGR_a03340
Rhizo5421	RHE_PF00025
Rhizo8195	SMa1226
Rhizo5039	RHE_PE00098
Rhizo5039	SM_b21105
Rhizo5039	mlr2328
Rhizo5039	RL3860
Rhizo5039	NGR_b20720
Rhizo5039	Smed_4977
Rhizo5038	RHE_PE00097
Rhizo5038	mlr2329
Rhizo5038	RL3859
Rhizo8194	SMa1225
Rhizo5035	RHE_PE00094
Rhizo5035	NGR_b02800
Rhizo5035	SM_b21643
Rhizo5035	pRL110247
Rhizo5035	Smed_4144
Rhizo5035	mlr6450
Rhizo5034	RHE_PE00093
Rhizo5034	NGR_b02790
Rhizo5034	Smed_4143
Rhizo5034	pRL110246
Rhizo5034	mlr6448
Rhizo5034	SM_b21644
Rhizo5037	RHE_PE00096
Rhizo5037	RL3858
Rhizo5037	mlr2330
Rhizo8817	NGR_a03370
Rhizo5031	RHE_PE00090
Rhizo5031	SM_b21647
Rhizo5031	NGR_b02760
Rhizo5031	Smed_4140
Rhizo5031	mlr6444
Rhizo5031	pRL110243
Rhizo5030	RHE_PE00089
Rhizo5030	Smed_4139
Rhizo5030	NGR_b02750
Rhizo5030	SM_b21648
Rhizo5030	mlr6443
Rhizo5030	pRL110242
Rhizo5033	RHE_PE00092
Rhizo5033	NGR_b02780
Rhizo5033	SM_b21645
Rhizo5033	Smed_4142
Rhizo5033	mlr6447
Rhizo5033	pRL110245
Rhizo5032	RHE_PE00091
Rhizo5032	NGR_b02770
Rhizo5032	Smed_4141
Rhizo5032	SM_b21646
Rhizo5032	mlr6445
Rhizo5032	pRL110244
Rhizo6049	SMc01710
Rhizo6048	SMc01711
Rhizo8196	SMa1227
Rhizo8196	Smed_6273
Rhizo8196	mll6606
Rhizo4341	RHE_CH04096
Rhizo4341	RL4710
Rhizo8819	NGR_a03390
Rhizo6041	SMc01729
Rhizo6041	NGR_c00710
Rhizo6041	Smed_0072
Rhizo6040	SMc01089
Rhizo6040	NGR_c00670
Rhizo6040	Smed_0068
Rhizo6040	mlr4846
Rhizo6043	SMc01723
Rhizo6043	NGR_c00790
Rhizo6043	Smed_0077
Rhizo6043	mlr6724
Rhizo6043	pRL100022
Rhizo6042	SMc01724
Rhizo6042	NGR_c00780
Rhizo6042	mll4820
Rhizo6042	RL4265
Rhizo6045	SMc01717
Rhizo6045	Smed_0084
Rhizo6045	NGR_c00870
Rhizo6045	mll5241
Rhizo6044	SMc01718
Rhizo6044	Smed_0083
Rhizo6044	NGR_c00860
Rhizo6047	SMc01713
Rhizo6046	SMc01714
Rhizo6046	Smed_2595
Rhizo6046	NGR_c29610
Rhizo6046	RL1053
Rhizo6046	mll1058
Rhizo2209	RHE_CH01921
Rhizo2209	NGR_c13420
Rhizo2209	SMc02093
Rhizo2209	RL2229
Rhizo2209	Smed_1139
Rhizo2209	mll0635
Rhizo2208	RHE_CH01920
Rhizo2208	SMc02094
Rhizo2208	Smed_1138
Rhizo2208	mll0636
Rhizo2208	NGR_c13410
Rhizo2208	RL2228
Rhizo8193	SMa1223
Rhizo8193	RL1246
Rhizo8193	mll6595
Rhizo2203	RHE_CH01915
Rhizo2203	Smed_1133
Rhizo2203	SMc02099
Rhizo2203	RL2223
Rhizo2203	NGR_c13360
Rhizo2203	mll0643
Rhizo2202	RHE_CH01914
Rhizo2202	SMc02100
Rhizo2202	Smed_1132
Rhizo2202	NGR_c13350
Rhizo2202	RL2222
Rhizo2202	mll0650
Rhizo2201	RHE_CH01913
Rhizo2201	SMc02101
Rhizo2201	Smed_1131
Rhizo2201	NGR_c13340
Rhizo2201	RL2221
Rhizo2201	mll0651
Rhizo2200	RHE_CH01912
Rhizo2200	Smed_1124
Rhizo2200	SMc02102
Rhizo2200	NGR_c13330
Rhizo2200	mll0656
Rhizo2200	RL2219
Rhizo2207	RHE_CH01919
Rhizo2207	mll0638
Rhizo2207	Smed_1137
Rhizo2207	NGR_c13400
Rhizo2207	SMc02095
Rhizo2207	RL2227
Rhizo2206	RHE_CH01918
Rhizo2206	NGR_c13390
Rhizo2206	SMc02096
Rhizo2206	Smed_1136
Rhizo2206	RL2226
Rhizo2206	mll0639
Rhizo2205	RHE_CH01917
Rhizo2205	NGR_c13380
Rhizo2205	Smed_1135
Rhizo2205	SMc02097
Rhizo2205	mll0640
Rhizo2205	RL2225
Rhizo2204	RHE_CH01916
Rhizo2204	Smed_1134
Rhizo2204	SMc02098
Rhizo2204	RL2224
Rhizo2204	NGR_c13370
Rhizo2204	mll0642
Rhizo4342	RHE_CH04097
Rhizo4342	RL4711
Rhizo3026	RHE_CH02754
Rhizo3026	SMc03123
Rhizo3026	Smed_2858
Rhizo3026	pRL90109
Rhizo3026	NGR_b19420
Rhizo3026	mll3605
Rhizo9527	NGR_b14760
Rhizo9922	NGR_c06100
Rhizo5783	RHE_PF00391
Rhizo5783	SM_b20268
Rhizo5783	Smed_3863
Rhizo5783	pRL120535
Rhizo5783	mll3979
Rhizo5782	RHE_PF00390
Rhizo5782	NGR_c02370
Rhizo5782	pRL120536
Rhizo5782	mll2026
Rhizo5781	RHE_PF00389
Rhizo5781	pRL120537
Rhizo5781	NGR_c26310
Rhizo5781	mll5100
Rhizo5781	SMa1735
Rhizo5781	Smed_0484
Rhizo5780	RHE_PF00388
Rhizo5780	pRL120538
Rhizo5787	RHE_PF00395
Rhizo5787	pRL120531
Rhizo5786	RHE_PF00394
Rhizo5786	mll7330
Rhizo5786	pRL120532
Rhizo5786	SMc04439
Rhizo5786	NGR_c18260
Rhizo5786	Smed_1768
Rhizo5785	RHE_PF00393
Rhizo5785	pRL120533
Rhizo5784	RHE_PF00392
Rhizo5784	pRL120534
Rhizo5967	SMc02576
Rhizo5967	RL0050
Rhizo5967	Smed_3265
Rhizo5967	NGR_c34060
Rhizo5967	mll5006
Rhizo5966	SMc02564
Rhizo5966	NGR_c33960
Rhizo5966	Smed_3255
Rhizo5789	RHE_PF00397
Rhizo5789	pRL120529
Rhizo5789	NGR_b20000
Rhizo5788	RHE_PF00396
Rhizo5788	pRL120530
Rhizo5963	RHE_PF00573
Rhizo5962	RHE_PF00572
Rhizo5961	RHE_PF00571
Rhizo5961	NGR_a00010
Rhizo5961	mll9654
Rhizo5961	pRL90001
Rhizo5960	RHE_PF00570
Rhizo5960	pRL120356
Rhizo4343	RHE_CH04098
Rhizo4343	RL4712
Rhizo8449	SMa1935
Rhizo8449	Smed_5291
Rhizo3027	RHE_CH02755
Rhizo3027	RL3209
Rhizo16361	msr9531
Rhizo13193	Smed_1639
Rhizo13660	mlr0746
Rhizo13661	msr0749
Rhizo13662	msl0755
Rhizo13663	mlr0763
Rhizo13664	mlr0764
Rhizo13665	mll0765
Rhizo13666	msl0779
Rhizo13667	mlr0791
Rhizo13668	mll0792
Rhizo13669	mlr0794
Rhizo7017	SM_b20284
Rhizo7017	Smed_3847
Rhizo7017	mlr7383
Rhizo7118	SM_b20484
Rhizo7118	NGR_b11530
Rhizo7118	Smed_3639
Rhizo7118	pRL120191
Rhizo10810	pRL90120
Rhizo7016	SM_b20283
Rhizo7016	Smed_3848
Rhizo4788	RHE_PC00079
Rhizo4788	pRL120012
Rhizo4789	RHE_PC00080
Rhizo4789	pRL120013
Rhizo12877	Smed_6084
Rhizo4784	RHE_PC00075
Rhizo4784	Smed_4520
Rhizo4784	SM_b20989
Rhizo4784	mll1932
Rhizo4785	RHE_PC00076
Rhizo4785	NGR_b11300
Rhizo4785	Smed_4519
Rhizo4785	SM_b20990
Rhizo4785	mll1933
Rhizo4786	RHE_PC00077
Rhizo4786	NGR_b00170
Rhizo4786	Smed_4436
Rhizo4786	SMa1582
Rhizo4787	RHE_PC00078
Rhizo4787	pRL120011
Rhizo4780	RHE_PC00071
Rhizo4780	NGR_c29900
Rhizo4780	Smed_2827
Rhizo4780	SMc03202
Rhizo4780	mll4472
Rhizo4780	pRL100304
Rhizo4781	RHE_PC00072
Rhizo4781	pRL100305
Rhizo4781	SMc03203
Rhizo4781	Smed_2828
Rhizo4781	NGR_c29910
Rhizo4781	mll4471
Rhizo4782	RHE_PC00073
Rhizo4782	pRL100306
Rhizo4782	Smed_2829
Rhizo4782	SMc03204
Rhizo4782	mll4470
Rhizo4782	NGR_c29920
Rhizo4783	RHE_PC00074
Rhizo15848	mll7838
Rhizo15849	mll7839
Rhizo16151	msr9061
Rhizo15842	mlr7808
Rhizo15843	mlr7816
Rhizo15840	msl7797
Rhizo15841	mlr7800
Rhizo15846	mlr7830
Rhizo15847	msl7831
Rhizo15844	mll7824
Rhizo15845	mlr7826
Rhizo4826	RHE_PC00118
Rhizo4826	pRL100369
Rhizo11378	RL2272
Rhizo2521	RHE_CH02239
Rhizo2521	Smed_1186
Rhizo2521	SMc01242
Rhizo2521	NGR_c15510
Rhizo2521	RL2570
Rhizo2521	mll3324
Rhizo8042	SMa0805
Rhizo8042	Smed_6245
Rhizo9080	NGR_b04980
Rhizo4560	RHE_PB00014
Rhizo4560	NGR_b18850
Rhizo4560	Smed_4367
Rhizo4560	pRL90069
Rhizo4560	SM_b21491
Rhizo4561	RHE_PB00015
Rhizo4561	pRL90070
Rhizo4562	RHE_PB00016
Rhizo4562	SMa1943
Rhizo4562	Smed_5289
Rhizo4562	NGR_c13850
Rhizo4562	pRL90071
Rhizo4562	mll8274
Rhizo4563	RHE_PB00017
Rhizo4563	SMa1945
Rhizo4563	NGR_c13860
Rhizo4563	Smed_5288
Rhizo4563	pRL90072
Rhizo4563	mlr8275
Rhizo4564	RHE_PB00018
Rhizo4564	Smed_2902
Rhizo4564	NGR_c30930
Rhizo4564	SMc02521
Rhizo4564	pRL90073
Rhizo4564	mll0711
Rhizo4565	RHE_PB00019
Rhizo4565	SMc02520
Rhizo4565	mll0710
Rhizo4565	NGR_c30940
Rhizo4565	Smed_2903
Rhizo4565	pRL90074
Rhizo4566	RHE_PB00020
Rhizo4566	NGR_c30950
Rhizo4566	Smed_2904
Rhizo4566	SMc02519
Rhizo4566	mll0708
Rhizo4566	pRL90075
Rhizo4567	RHE_PB00021
Rhizo4567	SMc02518
Rhizo4567	NGR_c30960
Rhizo4567	Smed_2905
Rhizo4567	mll0706
Rhizo4567	pRL90076
Rhizo4568	RHE_PB00022
Rhizo4568	mll0705
Rhizo4568	NGR_c30970
Rhizo4568	SMc02517
Rhizo4568	Smed_2906
Rhizo4568	pRL90077
Rhizo4569	RHE_PB00023
Rhizo4569	NGR_c30980
Rhizo4569	SMc02516
Rhizo4569	mll0704
Rhizo4569	Smed_2907
Rhizo4569	pRL90078
Rhizo5706	RHE_PF00314
Rhizo5706	pRL120666
Rhizo7294	SM_b21236
Rhizo7294	Smed_4570
Rhizo7294	NGR_b12130
Rhizo9081	NGR_b04990
Rhizo10311	NGR_c25360
Rhizo10311	RL4456
Rhizo10866	pRL90280
Rhizo10313	NGR_c25420
Rhizo10312	NGR_c25410
Rhizo10315	NGR_c25600
Rhizo10315	pRL100364
Rhizo10315	mll3444
Rhizo10314	NGR_c25590
Rhizo10317	NGR_c25620
Rhizo10317	mll4555
Rhizo10317	RL2767
Rhizo10316	NGR_c25610
Rhizo10319	NGR_c25690
Rhizo10318	NGR_c25680
Rhizo10649	pRL120436
Rhizo10648	pRL120434
Rhizo11372	RL2266
Rhizo10869	pRL90304
Rhizo10868	pRL90300
Rhizo14526	msr3620
Rhizo14527	msr3621
Rhizo14524	mll3616
Rhizo11373	RL2267
Rhizo14522	mll3613
Rhizo14523	mll3614
Rhizo14520	mll3609
Rhizo14521	mll3610
Rhizo9082	NGR_b05000
Rhizo14528	mll3623
Rhizo14529	mlr3634
Rhizo11164	RL1403
Rhizo5704	RHE_PF00312
Rhizo5704	pRL120673
Rhizo6829	SMc05019
Rhizo6829	NGR_c31390
Rhizo6829	Smed_3060
Rhizo6828	SMc03817
Rhizo10365	NGR_c26460
Rhizo8018	SMa5003
Rhizo13091	Smed_0886
Rhizo1639	RHE_CH01332
Rhizo8019	SMa0750
Rhizo8019	Smed_5980
Rhizo8019	NGR_b23400
Rhizo13130	Smed_1310
Rhizo13131	Smed_1311
Rhizo7110	SM_b20476
Rhizo1638	RHE_CH01331
Rhizo1638	Smed_0665
Rhizo1638	SMc02393
Rhizo1638	NGR_c08100
Rhizo1638	RL1482
Rhizo1638	mll7737
Rhizo16452	mll9691
Rhizo2328	RHE_CH02042
Rhizo2328	pRL120309
Rhizo2328	mll1289
Rhizo10773	pRL120796
Rhizo4373	RHE_PA00002
Rhizo4373	SMa2257
Rhizo4373	Smed_5431
Rhizo4373	pRL100007
Rhizo4373	NGR_b00440
Rhizo16454	msr9764
Rhizo16455	msr9767
Rhizo13136	Smed_1316
Rhizo7111	SM_b20477
Rhizo7111	Smed_3646
Rhizo7111	mll7246
Rhizo7111	RL4576
Rhizo13137	Smed_1317
Rhizo16018	mlr8268
Rhizo16019	mlr8273
Rhizo12111	pRL80027
Rhizo16459	mlr9701
Rhizo16010	msr8237
Rhizo16011	mlr8238
Rhizo16012	mll8241
Rhizo16013	msr8247
Rhizo16014	msl8731
Rhizo16015	mll8258
Rhizo16016	mll8263
Rhizo16017	msl8267
Rhizo9087	NGR_b05130
Rhizo158	RHE_PD00164
Rhizo159	RHE_PD00165
Rhizo12258	pRL110177
Rhizo12259	pRL110178
Rhizo154	RHE_PD00160
Rhizo155	RHE_PD00161
Rhizo155	SMa0922
Rhizo155	NGR_b10500
Rhizo155	pRL70017
Rhizo155	mlr6185
Rhizo156	RHE_PD00162
Rhizo156	Smed_5967
Rhizo156	pRL70021
Rhizo156	msl9076
Rhizo156	NGR_a03940
Rhizo157	RHE_PD00163
Rhizo150	RHE_PD00155
Rhizo151	RHE_PD00156
Rhizo151	NGR_b10390
Rhizo151	SMa0907
Rhizo151	mlr9246
Rhizo152	RHE_PD00158
Rhizo152	NGR_b10470
Rhizo152	Smed_2954
Rhizo153	RHE_PD00159
Rhizo7143	SM_b20543
Rhizo7143	mlr8759
Rhizo7142	SM_b20544
Rhizo7141	SM_b20540
Rhizo7140	SM_b20539
Rhizo7147	SM_b20548
Rhizo7147	Smed_1904
Rhizo7147	mlr7998
Rhizo7146	SM_b20547
Rhizo7145	SM_b20546
Rhizo7145	Smed_1912
Rhizo7145	NGR_b17290
Rhizo7144	SM_b20545
Rhizo8772	NGR_a02630
Rhizo7149	SM_b20550
Rhizo7148	SM_b20549
Rhizo6232	SMc01789
Rhizo6232	Smed_1377
Rhizo14941	mlr5205
Rhizo6230	SMc01779
Rhizo6230	Smed_0823
Rhizo6230	NGR_c09660
Rhizo6230	mlr8412
Rhizo6231	SMc01788
Rhizo6231	Smed_0832
Rhizo6236	SMc01798
Rhizo6236	Smed_0856
Rhizo6236	RL3582
Rhizo6236	NGR_c10160
Rhizo6236	mlr2514
Rhizo6237	SMc01805
Rhizo6237	NGR_c10240
Rhizo6237	Smed_0863
Rhizo6237	mll8460
Rhizo6234	SMc01790
Rhizo6235	SMc01797
Rhizo6235	NGR_c10150
Rhizo6235	mlr4814
Rhizo14948	mlr5228
Rhizo14949	mll5229
Rhizo6238	SMc04433
Rhizo6239	SMc04448
Rhizo6239	NGR_c10330
Rhizo6239	Smed_0871
Rhizo6239	mlr9675
Rhizo6548	SMc02709
Rhizo6548	Smed_6446
Rhizo6549	SMc02710
Rhizo6549	NGR_a02670
Rhizo2434	RHE_CH02148
Rhizo2434	SMc03178
Rhizo2434	Smed_2805
Rhizo2434	NGR_c29670
Rhizo2434	mlr2027
Rhizo2434	RL1008
Rhizo2435	RHE_CH02150
Rhizo2435	SM_b21552
Rhizo2436	RHE_CH02151
Rhizo2436	mll3287
Rhizo2436	RL2454
Rhizo2436	SMa0630
Rhizo2436	NGR_b12230
Rhizo2436	Smed_3001
Rhizo2437	RHE_CH02152
Rhizo2430	RHE_CH02144
Rhizo2430	mll6987
Rhizo2430	pRL110211
Rhizo2431	RHE_CH02145
Rhizo2431	Smed_3738
Rhizo2431	SM_b20379
Rhizo2432	RHE_CH02146
Rhizo2432	NGR_b00320
Rhizo2432	mll6984
Rhizo2432	RL4578
Rhizo2433	RHE_CH02147
Rhizo2433	SM_b20378
Rhizo2433	Smed_3739
Rhizo2433	pRL110161
Rhizo2433	mlr6098
Rhizo9304	NGR_b08740
Rhizo2438	RHE_CH02153
Rhizo2438	NGR_b02830
Rhizo2438	Smed_4072
Rhizo2439	RHE_CH02154
Rhizo2439	SMc04175
Rhizo2439	Smed_1799
Rhizo2439	NGR_c18670
Rhizo2439	RL2470
Rhizo2439	mlr0496
Rhizo7114	SM_b20480
Rhizo7114	Smed_3643
Rhizo11285	RL2103A
Rhizo11996	pRL100455
Rhizo1278	RHE_CH00965
Rhizo1278	RL1034
Rhizo1278	SMa2071
Rhizo11438	RL2581
Rhizo10776	pRL90011
Rhizo208	RHE_PD00215
Rhizo208	NGR_a01170
Rhizo208	mlr5876
Rhizo8858	NGR_b00070
Rhizo10775	pRL90004
Rhizo14469	mll3391
Rhizo7117	SM_b20483
Rhizo7117	NGR_b11520
Rhizo7117	Smed_3640
Rhizo7117	pRL120189
Rhizo6524	SMc01740
Rhizo1017	RHE_CH00699
Rhizo1017	SMc03064
Rhizo1017	Smed_0295
Rhizo1017	NGR_c03130
Rhizo1017	mll5109
Rhizo1017	RL0748
Rhizo1016	RHE_CH00698
Rhizo1016	SMc03063
Rhizo1016	NGR_c03120
Rhizo1016	mll5110
Rhizo1016	Smed_0294
Rhizo1016	RL0747
Rhizo1015	RHE_CH00697
Rhizo1015	mll5112
Rhizo1015	SMc03062
Rhizo1015	NGR_c03110
Rhizo1015	Smed_0293
Rhizo1015	RL0746
Rhizo1014	RHE_CH00696
Rhizo1014	NGR_c03100
Rhizo1014	SMc03061
Rhizo1014	Smed_0292
Rhizo1014	RL0745
Rhizo1014	mll5113
Rhizo1013	RHE_CH00695
Rhizo1013	mlr5115
Rhizo1013	Smed_0291
Rhizo1013	SMc03060
Rhizo1013	NGR_c03090
Rhizo1013	RL0744
Rhizo1012	RHE_CH00694
Rhizo1012	Smed_0290
Rhizo1012	NGR_c03080
Rhizo1012	SMc03059
Rhizo1012	RL0743
Rhizo1012	mlr6508
Rhizo1011	RHE_CH00693
Rhizo1011	RL0742
Rhizo1010	RHE_CH00692
Rhizo1010	mlr6502
Rhizo1010	RL0741
Rhizo1019	RHE_CH00701
Rhizo1019	NGR_c03150
Rhizo1019	Smed_0297
Rhizo1019	SMc03066
Rhizo1019	RL0750
Rhizo1018	RHE_CH00700
Rhizo1018	NGR_c03140
Rhizo1018	SMc03065
Rhizo1018	Smed_0296
Rhizo1018	mll5107
Rhizo1018	RL0749
Rhizo3345	RHE_CH03076
Rhizo3345	Smed_2296
Rhizo3345	SMc02726
Rhizo3345	RL3522
Rhizo3345	NGR_c23520
Rhizo3345	mlr1155
Rhizo3344	RHE_CH03075
Rhizo3344	SMc02725
Rhizo3344	NGR_c23510
Rhizo3344	Smed_2295
Rhizo3344	RL3521
Rhizo3344	mlr2774
Rhizo3347	RHE_CH03079
Rhizo3347	mlr0266
Rhizo3347	RL3527
Rhizo3346	RHE_CH03078
Rhizo3346	SMc02728
Rhizo3346	Smed_2298
Rhizo3346	NGR_c23560
Rhizo3346	RL3525
Rhizo3346	mlr2763
Rhizo3341	RHE_CH03072
Rhizo3341	Smed_2294
Rhizo3341	SMc02724
Rhizo3341	NGR_c23500
Rhizo3341	RL3518
Rhizo3341	mlr2775
Rhizo3340	RHE_CH03071
Rhizo3340	NGR_c23490
Rhizo3340	Smed_2293
Rhizo3340	SMc02723
Rhizo3340	mll8291
Rhizo3340	RL3517
Rhizo3343	RHE_CH03074
Rhizo3343	RL3520
Rhizo3342	RHE_CH03073
Rhizo3342	Smed_5152
Rhizo3342	SMa0254
Rhizo3342	NGR_b02320
Rhizo3342	RL3519
Rhizo3342	mlr0494
Rhizo3349	RHE_CH03081
Rhizo3349	RL3529
Rhizo3348	RHE_CH03080
Rhizo3348	RL3528
Rhizo468	RHE_CH00141
Rhizo468	SMc02863
Rhizo468	RL0148
Rhizo468	Smed_3395
Rhizo468	NGR_c35000
Rhizo468	mll5578
Rhizo45	RHE_PD00047
Rhizo44	RHE_PD00046
Rhizo44	SMc03282
Rhizo44	mll6224
Rhizo44	NGR_b14880
Rhizo47	RHE_PD00049
Rhizo47	SMa0429
Rhizo47	mll5900
Rhizo46	RHE_PD00048
Rhizo41	RHE_PD00043
Rhizo41	NGR_c06710
Rhizo41	pRL120344
Rhizo40	RHE_PD00042
Rhizo43	RHE_PD00045
Rhizo43	SMc03281
Rhizo43	pRL70036
Rhizo43	mll6223
Rhizo43	NGR_b07960
Rhizo43	Smed_1846
Rhizo42	RHE_PD00044
Rhizo1273	RHE_CH00960
Rhizo1273	SMc00085
Rhizo1273	NGR_c05310
Rhizo1273	Smed_0526
Rhizo1273	RL1029
Rhizo1273	mlr7500
Rhizo1272	RHE_CH00959
Rhizo1272	SMc00014
Rhizo1272	NGR_c05300
Rhizo1272	Smed_0525
Rhizo1272	mlr7498
Rhizo1272	RL1028
Rhizo1271	RHE_CH00958
Rhizo1271	SMc04451
Rhizo1271	RL1027
Rhizo1271	Smed_1787
Rhizo1271	mll3789
Rhizo1270	RHE_CH00957
Rhizo1270	RL3049
Rhizo1277	RHE_CH00964
Rhizo1277	NGR_b14960
Rhizo1277	mlr4376
Rhizo1277	RL1033
Rhizo1276	RHE_CH00963
Rhizo1276	Smed_0529
Rhizo1276	SMc00018
Rhizo1276	NGR_c05350
Rhizo1276	RL1032
Rhizo1276	mlr7504
Rhizo1275	RHE_CH00962
Rhizo1275	Smed_0528
Rhizo1275	NGR_c05340
Rhizo1275	SMc00017
Rhizo1275	mlr7503
Rhizo1275	RL1031
Rhizo1274	RHE_CH00961
Rhizo1274	Smed_0527
Rhizo1274	SMc00016
Rhizo1274	NGR_c05330
Rhizo1274	RL1030
Rhizo1274	mlr7502
Rhizo10418	NGR_c31650
Rhizo10419	NGR_c31800
Rhizo10419	pRL70104
Rhizo10416	NGR_c31620
Rhizo10416	mlr3961
Rhizo10417	NGR_c31640
Rhizo10414	NGR_c31580
Rhizo10414	mlr3956
Rhizo10415	NGR_c31590
Rhizo10412	NGR_c31450
Rhizo10413	NGR_c31530
Rhizo10410	NGR_c31050
Rhizo10410	Smed_2917
Rhizo10410	RL3887
Rhizo10411	NGR_c31210
Rhizo10411	Smed_2935
Rhizo10411	mll4293
Rhizo770	RHE_CH00447
Rhizo770	RL0470
Rhizo8014	SMa0744
Rhizo8014	mll5810
Rhizo771	RHE_CH00448
Rhizo771	mlr5374
Rhizo771	RL0471
Rhizo5464	RHE_PF00069
Rhizo5464	pRL120401
Rhizo5464	SM_b20443
Rhizo5464	Smed_3687
Rhizo5464	NGR_b19290
Rhizo772	RHE_CH00449
Rhizo772	RL0474
Rhizo773	RHE_CH00450
Rhizo773	Smed_3785
Rhizo773	NGR_c24470
Rhizo773	SM_b20335
Rhizo773	mll0159
Rhizo773	RL0476
Rhizo12476	Smed_4068
Rhizo775	RHE_CH00452
Rhizo775	NGR_c01010
Rhizo775	Smed_3861
Rhizo775	RL0479
Rhizo775	SM_b20270
Rhizo775	mlr6810
Rhizo5400	RHE_PF00004
Rhizo5400	SMa2379
Rhizo5400	Smed_5331
Rhizo5400	pRL120362
Rhizo5400	NGR_b12570
Rhizo5400	mlr6940
Rhizo12474	Smed_4050
Rhizo5465	RHE_PF00070
Rhizo5465	pRL120402
Rhizo5465	NGR_b19280
Rhizo5465	Smed_3686
Rhizo5465	SM_b20444
Rhizo777	RHE_CH00454
Rhizo4754	RHE_PC00045
Rhizo4754	NGR_c26390
Rhizo4754	SM_b20114
Rhizo4754	Smed_4023
Rhizo4754	pRL120236
Rhizo4754	mlr2332
Rhizo978	RHE_CH00660
Rhizo978	Smed_0257
Rhizo978	NGR_c02760
Rhizo978	SMc03029
Rhizo978	mlr2913
Rhizo978	RL0709
Rhizo979	RHE_CH00661
Rhizo979	SMc03030
Rhizo979	Smed_0258
Rhizo979	NGR_c02770
Rhizo979	RL0710
Rhizo979	mlr2915
Rhizo5578	RHE_PF00185
Rhizo5578	mlr7135
Rhizo5578	SM_b20429
Rhizo5578	NGR_b23300
Rhizo5578	Smed_3698
Rhizo5578	pRL120049
Rhizo5579	RHE_PF00186
Rhizo5579	Smed_3699
Rhizo5579	SM_b20428
Rhizo5579	NGR_b23310
Rhizo5579	pRL120048
Rhizo5579	mlr7133
Rhizo9019	NGR_b03870
Rhizo9018	NGR_b03860
Rhizo972	RHE_CH00654
Rhizo972	SMc03022
Rhizo972	Smed_0250
Rhizo972	RL0703
Rhizo972	NGR_c02690
Rhizo972	mll2905
Rhizo973	RHE_CH00655
Rhizo973	Smed_0252
Rhizo973	NGR_c02710
Rhizo973	SMc03024
Rhizo973	RL0704
Rhizo973	mlr2907
Rhizo970	RHE_CH00652
Rhizo970	mll2902
Rhizo970	Smed_0248
Rhizo970	SMc03020
Rhizo970	RL0701
Rhizo970	NGR_c02670
Rhizo971	RHE_CH00653
Rhizo971	SMc03021
Rhizo971	NGR_c02680
Rhizo971	Smed_0249
Rhizo971	RL0702
Rhizo971	mll2904
Rhizo976	RHE_CH00658
Rhizo976	Smed_0255
Rhizo976	SMc03027
Rhizo976	NGR_c02740
Rhizo976	RL0707
Rhizo976	mlr2911
Rhizo977	RHE_CH00659
Rhizo977	NGR_c02750
Rhizo977	Smed_0256
Rhizo977	SMc03028
Rhizo977	mlr2912
Rhizo977	RL0708
Rhizo974	RHE_CH00656
Rhizo974	Smed_0253
Rhizo974	SMc03025
Rhizo974	NGR_c02720
Rhizo974	RL0705
Rhizo974	mlr2909
Rhizo975	RHE_CH00657
Rhizo975	SMc03026
Rhizo975	Smed_0254
Rhizo975	NGR_c02730
Rhizo975	RL0706
Rhizo975	mlr2910
Rhizo6841	SMc03901
Rhizo6840	SMc03899
Rhizo6843	SMc04386
Rhizo6843	Smed_3160
Rhizo6843	NGR_c32960
Rhizo6842	SMc04384
Rhizo6842	Smed_3158
Rhizo6842	NGR_c32940
